"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"MPTO","PTY","Tocumen International Airport","Tocumen","Panama","PA",135,9.07136,-79.3835,"America/Panama",""
"MPVR","PVE","El Porvenir Airport","El Porvenir","Guna-Yala","PA",17,9.56342,-79.0041,"America/Panama",""
"MPWN","NBL","San Blas Airport","Wannukandi","Guna-Yala","PA",17,9.4496,-78.9795,"America/Panama",""
"MPZL","","Finca 32 Airport","La Dalia","Bocas-del-Toro","PA",23,9.42709,-82.5627,"America/Panama",""
"MRAD","","Aerodamas Airport","Quepos","Puntarenas","CR",18,9.45778,-84.209,"America/Costa_Rica",""
"MRAJ","","Aranjuez Airport","Miramar","Puntarenas","CR",52,10.05,-84.8,"America/Costa_Rica",""
"MRAM","","Amubri Airport","Amubri","Limon","CR",301,9.52163,-82.9547,"America/Costa_Rica",""
"MRAN","FON","Arenal Airport","La Fortuna/San Carlos","Alajuela","CR",342,10.478,-84.6345,"America/Costa_Rica",""
"MRAO","TTQ","Aerotortuguero Airport","Roxana","Limon","CR",82,10.569,-83.5148,"America/Costa_Rica",""
"MRAR","","Atirro Airport","Turrialba","Cartago","CR",1936,9.85,-83.65,"America/Costa_Rica",""
"MRAT","","Altamira de San Carlos Airport","San Carlos","Alajuela","CR",226,10.5167,-84.3667,"America/Costa_Rica",""
"MRBA","BAI","Buenos Aires Airport","Punta Arenas","Puntarenas","CR",1214,9.16361,-83.3299,"America/Costa_Rica",""
"MRBB","","Babilonia Airport","Siquirres","Limon","CR",591,10.13333,-83.58334,"America/Costa_Rica",""
"MRBC","BCL","Barra del Colorado Airport","Pococi","Limon","CR",3,10.7687,-83.5856,"America/Costa_Rica",""
"MRBM","","Bremen Airport","Guacimo","Limon","CR",102,10.2195,-83.5845,"America/Costa_Rica",""
"MRBN","","Bataan (Monte Libano) Airport","Limon","Limon","CR",39,10.08333,-83.31667,"America/Costa_Rica",""
"MRBO","","Boca Naranjo Airport","Quepos","Puntarenas","CR",15,9.39196,-84.1259,"America/Costa_Rica",""
"MRBP","","Barra de Parismina Airport","Pococi","Limon","CR",7,10.3,-83.35,"America/Costa_Rica",""
"MRCA","","Codela Airport","Guapiles","Guanacaste","CR",328,10.414,-85.0917,"America/Costa_Rica",""
"MRCC","OTR","Coto 47 Airport","Corredores","Puntarenas","CR",26,8.60156,-82.9686,"America/Costa_Rica",""
"MRCE","","Carate Airport","Golfito","Puntarenas","CR",16,8.44511,-83.465,"America/Costa_Rica",""
"MRCH","JAP","Chacarita Airport","Puntarenas","Puntarenas","CR",7,9.98141,-84.7727,"America/Costa_Rica",""
"MRCI","","Ciruelas Airport","Bagaces","Guanacaste","CR",361,10.51667,-85.35,"America/Costa_Rica",""
"MRCL","","Coyolar Airport","Liberia","Guanacaste","CR",262,10.66722,-85.51139,"America/Costa_Rica",""
"MRCO","","El Cerrito Airport","Filadelfia","Guanacaste","CR",59,10.4536,-85.5582,"America/Costa_Rica",""
"MRCR","RIK","Carrillo Airport","Nicoya","Guanacaste","CR",6,9.87051,-85.4814,"America/Costa_Rica",""
"MRCV","","Cabo Velas Airport","Nicoya","Guanacaste","CR",33,10.3557,-85.8529,"America/Costa_Rica",""
"MRCZ","","Carrizal Airport","Carrizal","Alajuela","CR",4650,10.0876,-84.1695,"America/Costa_Rica",""
"MRDC","","Duacari 2 Airport","Guapiles","Limon","CR",79,10.3515,-83.6305,"America/Costa_Rica",""
"MRDD","","Don Diego Airport","Limon","Limon","CR",161,9.55,-82.88333,"America/Costa_Rica",""
"MRDK","DRK","Drake Bay Airport","Puntarenas","Puntarenas","CR",12,8.71889,-83.6417,"America/Costa_Rica",""
"MRDM","","Dos Marias Airport","Chorotega","Puntarenas","CR",16,9.92791,-84.99,"America/Costa_Rica",""
"MRDO","","Dieciocho Airport","Puntarenas","Puntarenas","CR",19,8.9037,-83.4298,"America/Costa_Rica",""
"MREC","","El Carmen de Siquirres Airport","Siquirres","Limon","CR",56,10.202,-83.4722,"America/Costa_Rica",""
"MRED","","El Descanso de Poco Sol Airport","San Carlos","Alajuela","CR",23,10.8667,-84.5333,"America/Costa_Rica",""
"MREO","","El Ceibo Airport","Ticaban","Heredia","CR",33,10.53333,-83.85,"America/Costa_Rica",""
"MRER","","El Ron Ron Airport","Ron Ron","Alajuela","CR",2109,10.3003,-84.4501,"America/Costa_Rica",""
"MRET","","Esterillos / Finca Airport","Parrita","Puntarenas","CR",20,9.53333,-84.46667,"America/Costa_Rica",""
"MRFD","","Finca Delicias Airport","Puntarenas","Puntarenas","CR",26,8.94483,-83.559,"America/Costa_Rica",""
"MRFI","","Finca 10 / Nuevo Palmar Sur Airport","Puntarenas","Puntarenas","CR",25,8.91635,-83.5073,"America/Costa_Rica",""
"MRFL","FMG","Flamingo Airport","Brasilito","Guanacaste","CR",270,10.4186,-85.7827,"America/Costa_Rica",""
"MRFP","","Frutez - Pital Airport","San Carlos","Alajuela","CR",617,10.4474,-84.369,"America/Costa_Rica",""
"MRFS","","Finca 63 (Coto 63) Airport","Puntarenas","Puntarenas","CR",36,8.6525,-83.0653,"America/Costa_Rica",""
"MRGA","","Garza Airport","Garza","Guanacaste","CR",3,9.9167,-85.6333,"America/Costa_Rica",""
"MRGF","GLF","Golfito Airport","Golfito","Puntarenas","CR",49,8.65401,-83.1822,"America/Costa_Rica",""
"MRGP","GPL","Guapiles Airport","Pococi","Limon","CR",883,10.2172,-83.797,"America/Costa_Rica",""
"MRGT","","Guatuso Airport","Alajuela","Alajuela","CR",164,10.68333,-84.83334,"America/Costa_Rica",""
"MRHG","","Hacienda Rancho Grande Airport","Sarapiqui","Heredia","CR",98,10.45,-84.08334,"America/Costa_Rica",""
"MRHH","","Hacienda Homuha Airport","San Carlos","Alajuela","CR",230,10.8,-84.36667,"America/Costa_Rica",""
"MRHO","","Hacienda Rio Cuarto Airport","Sarapiqui","Alajuela","CR",197,10.56667,-84.15,"America/Costa_Rica",""
"MRHP","","Hacienda La Pacifica Airport","Canas","Guanacaste","CR",164,10.45,-85.15,"America/Costa_Rica",""
"MRHS","","Hacienda La Suerte Airport","Pococi","Limon","CR",492,10.45,-83.66666,"America/Costa_Rica",""
"MRIA","PBP","Islita Airport","Nandayure","Guanacaste","CR",7,9.85611,-85.3708,"America/Costa_Rica",""
"MRIS","","Las Islas Airport","San Carlos","Heredia","CR",98,10.5583,-83.9741,"America/Costa_Rica",""
"MRJO","","Jaco Airport","Jaco","Puntarenas","CR",20,9.55527,-84.5564,"America/Costa_Rica",""
"MRLA","","La Zampona Airport","Guanacaste","Guanacaste","CR",328,10.26667,-85.43333,"America/Costa_Rica",""
"MRLB","LIR","Daniel Oduber Quiros International Airport","Liberia","Guanacaste","CR",270,10.5933,-85.5444,"America/Costa_Rica",""
"MRLC","LSL","Los Chiles Airport","Los Chiles","Alajuela","CR",131,11.0353,-84.7061,"America/Costa_Rica",""
"MRLE","","Laurel Airport","Puntarenas","Puntarenas","CR",65,8.44041,-82.9065,"America/Costa_Rica",""
"MRLF","","La Flor Airport","Liberia","Guanacaste","CR",177,10.65,-85.533,"America/Costa_Rica",""
"MRLG","","La Garroba Airport","Upala","Alajuela","CR",295,10.8,-84.91666,"America/Costa_Rica",""
"MRLI","","La Ligia Airport","Parrita","Puntarenas","CR",16,9.51527,-84.3015,"America/Costa_Rica",""
"MRLL","","Las Lomas Airport","Siquirres","Limon","CR",1325,10.06667,-83.58334,"America/Costa_Rica",""
"MRLM","LIO","Limon International Airport","Puerto Limon","Limon","CR",7,9.95796,-83.022,"America/Costa_Rica",""
"MRLN","","La Guinea Airport","Nicoya","Guanacaste","CR",33,10.4207,-85.472,"America/Costa_Rica",""
"MRLP","","Las Piedras Airport","Canas","Guanacaste","CR",82,10.36667,-85.2,"America/Costa_Rica",""
"MRLT","","Las Trancas Airport","Las Trancas","Guanacaste","CR",68,10.567,-85.6,"America/Costa_Rica",""
"MRLV","","La Cueva Airport","Liberia","Guanacaste","CR",230,10.6812,-85.5281,"America/Costa_Rica",""
"MRLY","","La Yolanda Airport","Parrita","Puntarenas","CR",13,9.55,-84.56667,"America/Costa_Rica",""
"MRLZ","","La Zopilota Airport","Guanacaste","Guanacaste","CR",39,10.4836,-85.462,"America/Costa_Rica",""
"MRMA","","Monte Alto Airport","Abangares","Guanacaste","CR",66,10.08333,-85.26667,"America/Costa_Rica",""
"MRMC","","Murcielago Airport","La Cruz","Guanacaste","CR",66,10.91667,-85.71667,"America/Costa_Rica",""
"MRMJ","CSC","Mojica Airport","Canas","Guanacaste","CR",230,10.4307,-85.1746,"America/Costa_Rica",""
"MRNC","NCT","Guanacaste Airport","Nicoya/Guanacate","Guanacaste","CR",365,10.1394,-85.4458,"America/Costa_Rica",""
"MRNS","NOB","Nosara Airport","Nicoya","Guanacaste","CR",33,9.97649,-85.653,"America/Costa_Rica",""
"MROC","SJO","Juan Santamaria International Airport","San Jose","Alajuela","CR",3021,9.99386,-84.2088,"America/Costa_Rica",""
"MRPA","","Palo Arco Airport","Nandayure","Guanacaste","CR",324,9.85141,-85.2379,"America/Costa_Rica",""
"MRPB","","Playa Blanca (J. W. Berteus) Airport","Puntarenas","Puntarenas","CR",6,8.65,-83.433,"America/Costa_Rica",""
"MRPC","","Paso Canoas Airport","Paso Canoas","Puntarenas","CR",324,8.95778,-83.5503,"America/Costa_Rica",""
"MRPD","","Pandora Airport","Limon","Limon","CR",98,9.73217,-82.9832,"America/Costa_Rica",""
"MRPJ","PJM","Puerto Jimenez Airport","Puerto Jimenez","Puntarenas","CR",7,8.53333,-83.3,"America/Costa_Rica",""
"MRPL","","Portalon Airport","Portalon","Puntarenas","CR",206,9.35798,-83.9795,"America/Costa_Rica",""
"MRPM","PMZ","Palmar Sur Airport","Palmar Sur","Puntarenas","CR",49,8.95103,-83.4686,"America/Costa_Rica",""
"MRPN","","Pelon Nuevo Airport","Liberia","Guanacaste","CR",49,10.4867,-85.4142,"America/Costa_Rica",""
"MRPO","","Punta Banco Airport","Puntarenas","Puntarenas","CR",16,8.35731,-83.1369,"America/Costa_Rica",""
"MRPP","","Playa Pajaros Airport","Paquera","Puntarenas","CR",30,9.85831,-84.6944,"America/Costa_Rica",""
"MRPS","","Penas Blancas Airport","Santa Cruz","Guanacaste","CR",98,10.3156,-85.678,"America/Costa_Rica",""
"MRPT","","Agropecuaria Playa Caletas Airport","Nicoya/Guanacate","Guanacaste","CR",7,9.73333,-85.23333,"America/Costa_Rica",""
"MRPV","SYQ","Tobias Bolanos International Airport","San Jose","San Jose","CR",3287,9.95705,-84.1398,"America/Costa_Rica",""
"MRPY","","Playa Ballena Airport","Puntarenas","Puntarenas","CR",7,9.12242,-83.7064,"America/Costa_Rica",""
"MRQA","","Quebrada Azul Airport","Florencia","Alajuela","CR",197,10.4,-84.48333,"America/Costa_Rica",""
"MRQP","XQP","Quepos Managua Airport","Quepos","Puntarenas","CR",85,9.44316,-84.1298,"America/Costa_Rica",""
"MRRF","RFR","Rio Frio / Progreso Airport","Rio Frio / Progreso","Heredia","CR",350,10.3274,-83.8876,"America/Costa_Rica",""
"MRRH","","Rancho Humo Airport","Santa Cruz","Guanacaste","CR",33,10.31667,-85.33334,"America/Costa_Rica",""
"MRRN","","Rancho Nuevo Airport","Puntarenas","Puntarenas","CR",33,9.56667,-84.51667,"America/Costa_Rica",""
"MRRX","","Roxana Farms Airport","Limon","Limon","CR",312,10.3082,-83.7543,"America/Costa_Rica",""
"MRSA","","San Alberto Airport","Limon","Limon","CR",88,10.1466,-83.4882,"America/Costa_Rica",""
"MRSB","","San Cristobal Airport","San Carlos","Alajuela","CR",259,10.5,-84.56667,"America/Costa_Rica",""
"MRSC","","Santa Cruz Airport","Santa Cruz","Guanacaste","CR",206,10.2738,-85.5915,"America/Costa_Rica",""
"MRSF","","Santa Fe Airport","Perez Zeledon","San Jose","CR",1995,9.3,-83.61667,"America/Costa_Rica",""
"MRSG","","Santa Clara De Guapiles Airport","Limon","Limon","CR",262,10.2883,-83.7135,"America/Costa_Rica",""
"MRSH","","Shiroles Airport","Talamanca","Limon","CR",20,9.58077,-82.9599,"America/Costa_Rica",""
"MRSI","IPZ","San Isidro del General Airport","Perez Zeledon","San Jose","CR",2100,9.35262,-83.7131,"America/Costa_Rica",""
"MRSL","","Salama Airport","Salama","Puntarenas","CR",32,8.833,-83.25,"America/Costa_Rica",""
"MRSM","","Santa Marta Airport","Orotina","Alajuela","CR",417,9.91667,-84.61667,"America/Costa_Rica",""
"MRSO","","Santa Maria De Guacimo Airport","Guapiles","Limon","CR",32,10.267,-83.617,"America/Costa_Rica",""
"MRSP","","San Pedro Airport","San Pedro","Limon","CR",230,10.4179,-83.753,"America/Costa_Rica",""
"MRSQ","","Sarapigui Airport","San Carlos","Heredia","CR",164,10.4719,-83.907,"America/Costa_Rica",""
"MRSR","","Playa Samara Airport","Playa Samara","Guanacaste","CR",10,10.25,-85.417,"America/Costa_Rica",""
"MRST","","San Agustin Airport","Puntarenas","Puntarenas","CR",66,10.06667,-84.88333,"America/Costa_Rica",""
"MRSV","TOO","San Vito De Java Airport","Coto Brus","Puntarenas","CR",3228,8.82611,-82.9589,"America/Costa_Rica",""
"MRSX","","Sixaola Airport","Sixaola","Limon","CR",26,9.50322,-82.6328,"America/Costa_Rica",""
"MRTB","","Ticaban Airport","Pococi","Limon","CR",246,10.36667,-83.85,"America/Costa_Rica",""
"MRTG","","Taboga Airport","Canas","Guanacaste","CR",108,10.35,-85.2,"America/Costa_Rica",""
"MRTL","","Talolinga Airport","Nicoya","Guanacaste","CR",33,10.3084,-85.4684,"America/Costa_Rica",""
"MRTM","TNO","Tamarindo De Santa Cruz Airport","Santa Cruz","Guanacaste","CR",41,10.3135,-85.8155,"America/Costa_Rica",""
"MRTR","TMU","Tambor Airport","Nicoya","Puntarenas","CR",33,9.73852,-85.0138,"America/Costa_Rica",""
"MRUP","UPL","Upala Airport","Upala","Alajuela","CR",184,10.8922,-85.0162,"America/Costa_Rica",""
"MRYT","","Yucatica Airport","Guacimo","Limon","CR",151,10.33333,-83.66666,"America/Costa_Rica",""
"MRZP","","Zapotal De Guanacaste Airport","Zapotal","Guanacaste","CR",1305,9.99401,-85.3102,"America/Costa_Rica",""
"MS03","","Christmas Flying Service Airport","Shelby","Mississippi","US",153,33.924277,-90.787045,"America/Chicago","MS03"
"MS06","","Linwood Airport","Linwood","Mississippi","US",285,32.790412,-90.138142,"America/Chicago","MS06"
"MS08","","Harrell Field","Pisgah","Mississippi","US",385,32.473889,-89.851778,"America/Chicago","MS08"
"MS09","","Glidwell Flying Service Airport","Alligator","Mississippi","US",160,34.101776,-90.701212,"America/Chicago","MS09"
"MS11","","Mohr Farm Airport","Brandon","Mississippi","US",360,32.208482,-89.941748,"America/Chicago","MS11"
"MS13","","Eifling Farms Airport","Glen Allan","Mississippi","US",110,33.075679,-90.953436,"America/Chicago","MS13"
"MS14","","John Farese Airpark","Ashland","Mississippi","US",565,34.813889,-89.199617,"America/Chicago","MS14"
"MS20","","Mach 1 Jet Port Airport","Brandon","Mississippi","US",415,32.44854,-89.905293,"America/Chicago","MS20"
"MS21","","Lester Field","Inverness","Mississippi","US",115,33.332065,-90.582035,"America/Chicago","MS21"
"MS26","","Cedar Creek Air Ranch Airport","Lucedale","Mississippi","US",165,30.802222,-88.5475,"America/Chicago","MS26"
"MS29","","Pace Airstrip","Canton","Mississippi","US",350,32.601944,-89.863889,"America/Chicago","MS29"
"MS30","","Abide Airpark","Greenville","Mississippi","US",115,33.302117,-90.990061,"America/Chicago","MS30"
"MS33","","Browns Airport","Charleston","Mississippi","US",170,33.980631,-90.166908,"America/Chicago","MS33"
"MS35","","Wade Airport","Rolling Fork","Mississippi","US",106,32.981236,-90.965381,"America/Chicago","MS35"
"MS36","","Supplejack Airport","Canton","Mississippi","US",340,32.65,-89.970833,"America/Chicago","MS36"
"MS37","","West Bolivar Flying Service Airport","Benoit","Mississippi","US",136,33.653446,-90.988994,"America/Chicago","MS37"
"MS39","","Smith County Airport","Taylorsville","Mississippi","US",332,31.820993,-89.458399,"America/Chicago","MS39"
"MS40","","Southland Flying Service Inc Airport","Tchula","Mississippi","US",115,33.225556,-90.246667,"America/Chicago","MS40"
"MS41","","Flying Y Service Airport","Tutwiler","Mississippi","US",149,34.003025,-90.425881,"America/Chicago","MS41"
"MS43","","Whitaker Airport","Vicksburg","Mississippi","US",98,32.551805,-90.83038,"America/Chicago","MS43"
"MS44","","Fighting Bayou Airport","Minter City","Mississippi","US",126,33.69625,-90.431111,"America/Chicago","MS44"
"MS45","","Bhllc Airport","Yokena","Mississippi","US",85,32.156263,-91.124554,"America/Chicago","MS45"
"MS48","","George Ford Airport","Picayune","Mississippi","US",62,30.62189,-89.697,"America/Chicago","MS48"
"MS50","","Clay Airport","Monticello","Mississippi","US",201,31.579336,-90.111197,"America/Chicago","MS50"
"MS51","","Memory Landing Airport","Brookhaven","Mississippi","US",480,31.555692,-90.40287,"America/Chicago","MS51"
"MS55","","Schloss Adlers Airport","Red Banks","Mississippi","US",478,34.81093,-89.578414,"America/Chicago","MS55"
"MS57","","Fred Netterville Lumber Company/Wilkinson Commnty Airport","Woodville","Mississippi","US",120,31.220636,-91.2456,"America/Chicago","MS57"
"MS58","","Tullos Field","Florence","Mississippi","US",300,32.165427,-90.043972,"America/Chicago","MS58"
"MS59","","Valley Of The Moon Airport","Hermanville","Mississippi","US",125,31.997,-90.842167,"America/Chicago","MS59"
"MS61","","Ellis Field","Picayune","Mississippi","US",175,30.630381,-89.732617,"America/Chicago","MS61"
"MS62","","Frisbee Lndg Airport","Valley Park","Mississippi","US",96,32.628292,-90.865456,"America/Chicago","MS62"
"MS63","","Rye Field","Smithville","Mississippi","US",330,34.054274,-88.371153,"America/Chicago","MS63"
"MS64","","Vaiden Landing Airport","Hernando","Mississippi","US",250,34.848342,-89.877992,"America/Chicago","MS64"
"MS65","","Delta Flying Service Inc Airport","Walls","Mississippi","US",210,34.940491,-90.201557,"America/Chicago","MS65"
"MS69","","Falcon Field","Star","Mississippi","US",415,32.108762,-90.046472,"America/Chicago","MS69"
"MS70","","Mc Lain - Calico Airport","Philadelphia","Mississippi","US",560,32.735412,-88.925888,"America/Chicago","MS70"
"MS71","","Slobovia Outernational Airport","Pocahontas","Mississippi","US",250,32.495141,-90.292868,"America/Chicago","MS71"
"MS75","","Lewis Airport","Glen Allan","Mississippi","US",112,33.014013,-91.038994,"America/Chicago","MS75"
"MS76","","Wade Field","Calhoun City","Mississippi","US",300,33.774869,-89.244775,"America/Chicago","MS76"
"MS77","","Lang Flying Service Airport","Inverness","Mississippi","US",114,33.331787,-90.643148,"America/Chicago","MS77"
"MS80","","Hasting Airpark","Bruce","Mississippi","US",275,34.001906,-89.315094,"America/Chicago","MS80"
"MS82","","Shade Tree Field","Gulfport","Mississippi","US",113,30.510472,-89.147264,"America/Chicago","MS82"
"MS88","","Oreck Airport","Poplarville","Mississippi","US",197,30.77755,-89.726123,"America/Chicago","MS88"
"MS90","","Flowood Industrial Airport","Flowood","Mississippi","US",270,32.315556,-90.143611,"America/Chicago","MS90"
"MS92","","Paul's Flying Svc Airport","Dundee","Mississippi","US",174,34.513915,-90.378663,"America/Chicago","MS92"
"MS93","","Hooper Skylark Field","Mc Neil","Mississippi","US",150,30.726578,-89.731736,"America/Chicago","MS93"
"MS95","","Dorr Field","Merigold","Mississippi","US",142,33.847334,-90.725098,"America/Chicago","MS95"
"MS96","","Barrett Field","Philadelphia","Mississippi","US",435,32.766801,-89.10006,"America/Chicago","MS96"
"MSAC","","La Aramuaca Airport","San Miguel","San Miguel","SV",285,13.44799,-88.12011,"America/El_Salvador",""
